영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,계절,장르2,등급_le,관람객수_le,계절_le,관객수_등급
골드핑거,메가박스중앙(주),2024,4,423.0,35326.0,범죄,15세이상관람가,8.51,5.314,6.912,1,4,1,1804,0,5
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,씨지브이 아이스콘,2024,4,88.0,31808.0,공연,12세이상관람가,6.62,8.38,7.5,1,14,0,1794,0,5
악은 존재하지 않는다,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",2024,3,149.0,21248.0,드라마,12세이상관람가,9.4,5.0,7.2,1,2,0,1729,0,5
마더스,(주)스튜디오디에이치엘,2024,4,207.0,17029.0,스릴러,15세이상관람가,8.04,8.0,8.02,1,7,1,1682,0,5
로봇 드림,"(주)영화사 진진,(주)하이스트레인저",2024,3,114.0,16836.0,애니메이션,전체관람가,7.63,6.0,6.815,1,0,2,1679,0,5
바람의 세월,(주)시네마달,2024,4,47.0,15387.0,다큐멘터리,12세이상관람가,8.94,3.0,5.97,1,8,0,1662,0,4
어게인 1997,(주)메리크리스마스,2024,4,305.0,10752.0,판타지,15세이상관람가,9.54,5.0,7.27,1,10,1,1587,0,4
1980,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024,3,521.0,10188.0,드라마,12세이상관람가,5.46,8.0,6.73,1,2,0,1567,0,4
키메라,M&M 인터내셔널,2024,4,51.0,9917.0,드라마,12세이상관람가,6.89,5.33,6.109999999999999,1,2,0,1561,0,4
신 가면라이더,(주)블루라벨픽쳐스,2024,4,85.0,8865.0,액션,12세이상관람가,5.77375,7.44,6.6068750000000005,1,1,0,1541,0,4
가여운 것들,월트디즈니컴퍼니코리아 유한책임회사,2024,3,471.0,8571.0,드라마,청소년관람불가,7.94,6.22927536231884,7.08463768115942,1,2,3,1530,0,4
에스파: 월드 투어 인 시네마,씨제이포디플렉스 주식회사,2024,4,90.0,8489.0,공연,전체관람가,7.69,5.0,6.345000000000001,1,14,2,1526,0,4
몬스터 프렌즈,(주)박수엔터테인먼트,2024,4,180.0,8040.0,애니메이션,전체관람가,8.45,7.6,8.024999999999999,1,0,2,1511,0,4
패스트 라이브즈,(주)씨제이이엔엠,2024,3,613.0,7994.0,드라마,12세이상관람가,6.0,6.0,6.0,1,2,0,1509,0,4
땅에 쓰는 시,(주)영화사 진진,2024,4,50.0,7374.0,다큐멘터리,전체관람가,7.51,6.0,6.755,1,8,2,1476,0,4
아서,(주)누리픽쳐스,2024,4,121.0,5605.0,어드벤처,12세이상관람가,8.5,6.126,7.313,1,15,0,1411,0,4
브레드이발소: 셀럽 인 베이커리타운,롯데컬처웍스(주)롯데엔터테인먼트,2024,3,342.0,5397.0,애니메이션,전체관람가,8.31,6.44,7.375,1,0,2,1403,0,4
웡카,워너브러더스 코리아(주),2024,1,1753.0,5259.0,판타지,전체관람가,8.44,10.0,9.22,4,10,2,1393,3,4
이승윤 콘서트 도킹 : 리프트오프,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2024,3,66.0,4892.0,공연,전체관람가,7.99,7.25,7.62,1,14,2,1373,0,4
소풍,롯데컬처웍스(주)롯데엔터테인먼트,2024,2,729.0,4704.0,드라마,12세이상관람가,9.23,8.2,8.715,4,2,0,1358,3,4
여행자의 필요,"(주)영화제작전원사 ,(주)콘텐츠판다",2024,4,56.0,4481.0,드라마,12세이상관람가,8.83,6.33,7.58,1,2,0,1341,0,4
라스트 썸머,(주)디스테이션,2024,4,37.0,3661.0,드라마,청소년관람불가,7.22,5.5,6.359999999999999,1,2,3,1268,0,4
은하수,(주)영화특별시에스엠씨,2024,4,49.0,3067.0,드라마,12세이상관람가,5.94,6.67,6.305,1,2,0,1218,0,4
정순,(주)더쿱디스트리뷰션,2024,4,44.0,2977.0,드라마,15세이상관람가,7.637666666666667,5.0,6.318833333333334,1,2,1,1213,0,4
극장판 울려라! 유포니엄: 앙상블 콘테스트,(주)스튜디오디에이치엘,2024,4,99.0,2917.0,애니메이션,전체관람가,8.26,7.73,7.995,1,0,2,1208,0,4
추락의 해부,(주)스튜디오디에이치엘,2024,1,236.0,2747.0,드라마,15세이상관람가,8.54,6.206746031746032,7.373373015873016,4,2,1,1190,3,4
에픽하이 20 더 무비,"씨지브이 아이스콘,(주)플레이그램",2024,3,54.0,2222.0,공연,12세이상관람가,8.45,7.25,7.85,1,14,0,1120,0,4
돌들이 말할 때까지,"(주)디스테이션,무브먼트",2024,4,54.0,2058.0,다큐멘터리,12세이상관람가,8.82,5.761428571428572,7.290714285714285,1,8,0,1096,0,4
극장판 여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다...,(주)애니플러스,2024,4,43.0,1906.0,애니메이션,전체관람가,8.73,8.0,8.365,1,0,2,1072,0,4
비욘드 유토피아,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",2024,1,158.0,1479.0,다큐멘터리,12세이상관람가,3.33,5.67,4.5,4,8,0,997,3,3
시민덕희,(주)쇼박스,2024,1,1272.0,1453.0,드라마,15세이상관람가,9.44,6.206746031746032,7.823373015873015,4,2,1,993,3,3
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),2023,10,78.0,1293.0,애니메이션,전체관람가,8.3,6.0,7.15,3,0,2,956,2,3
모르는 이야기,(주)마노엔터테인먼트,2024,4,24.0,1289.0,판타지,12세이상관람가,6.737142857142857,5.6000000000000005,6.168571428571429,1,10,0,954,0,3
건국전쟁,다큐스토리,2024,2,224.0,1267.0,다큐멘터리,12세이상관람가,5.11,6.614736842105264,5.862368421052632,4,8,0,948,3,3
뒤주,(주)파이브데이,2024,3,52.0,1259.0,공포(호러),15세이상관람가,9.45,6.0,7.725,1,5,1,946,0,3
드림쏭3,"주식회사 원더스튜디오,영화사빅",2024,3,238.0,1153.0,애니메이션,전체관람가,3.51,6.409166666666667,4.959583333333333,1,0,2,921,0,3
우당탕탕 운동회,(주)니즈텔레콤,2024,4,1.0,1108.0,기타,전체관람가,7.65,3.0,5.325,1,16,2,905,0,3
목스박,(주)라온컴퍼니플러스,2024,3,122.0,1036.0,액션,15세이상관람가,0.0,7.67,3.835,1,1,1,878,0,3
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023,1,1023.0,1015.0,애니메이션,12세이상관람가,9.35,6.281282051282052,7.815641025641026,4,0,0,871,3,3
기적의 시작,퓨어웨이픽쳐스,2024,2,137.0,956.0,다큐멘터리,12세이상관람가,9.25,7.43,8.34,4,8,0,844,3,3
메이 디셈버,판씨네마(주),2024,3,400.0,952.0,드라마,청소년관람불가,8.41,7.0,7.705,1,2,3,842,0,3
막걸리가 알려줄거야,"판씨네마(주),(주)홈초이스",2024,2,73.0,913.0,드라마,전체관람가,7.32,5.0,6.16,4,2,2,814,3,3
올 더 네임즈 오브 갓,"(주)이놀미디어,(주)플레이그램",2024,4,31.0,896.0,액션,12세이상관람가,7.83,5.25,6.54,1,1,0,800,0,3
탐정 말로,(주)바이포엠스튜디오,2024,3,183.0,761.0,범죄,15세이상관람가,5.5,6.172352941176471,5.836176470588235,1,4,1,707,0,3
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),2023,10,79.0,690.0,애니메이션,전체관람가,5.83,6.0,5.915,3,0,2,649,2,3
잔 뒤 바리,"(주)태양미디어그룹,(주)라이크콘텐츠",2024,4,18.0,687.0,드라마,15세이상관람가,7.637666666666667,8.0,7.818833333333334,1,2,1,647,0,3
괴물,(주)넥스트엔터테인먼트월드(NEW),2023,11,647.0,668.0,드라마,12세이상관람가,8.0,6.075562130177515,7.037781065088757,3,2,0,629,2,3
너와 나,"주식회사 필름영,그린나래미디어(주)",2023,10,76.0,649.0,드라마,12세이상관람가,9.03,6.67,7.85,3,2,0,613,2,3
세월: 라이프 고즈 온,영화배급협동조합 씨네소파,2024,3,25.0,641.0,다큐멘터리,전체관람가,8.77,6.3596551724137935,7.564827586206896,1,8,2,608,0,3
보티첼리. 피렌체와 메디치,일미디어,2024,4,14.0,616.0,다큐멘터리,전체관람가,8.43,4.0,6.215,1,8,2,586,0,3
래빗스쿨 2: 부활절 대소동,"(주)버킷스튜디오,주식회사 블루필름웍스",2024,3,126.0,575.0,애니메이션,전체관람가,8.6,7.79,8.195,1,0,2,555,0,3
다운폴,(주)피터팬픽쳐스,2024,3,8.0,538.0,전쟁,청소년관람불가,7.7,5.67,6.6850000000000005,1,12,3,533,0,3
밥 말리: 원 러브,롯데컬처웍스(주)롯데엔터테인먼트,2024,3,579.0,484.0,드라마,15세이상관람가,8.24,5.67,6.955,1,2,1,484,0,3
용감한 돌고래 벨루와 바닷속 친구들,"찬란,(주)빅브라더스",2024,3,180.0,472.0,애니메이션,전체관람가,6.15,8.38,7.265000000000001,1,0,2,475,0,3
바튼 아카데미,유니버설픽쳐스인터내셔널 코리아(유),2024,2,254.0,454.0,코미디,15세이상관람가,7.5,3.33,5.415,4,6,1,459,3,3
브레이브 온 파이어,(주)박수엔터테인먼트,2024,4,38.0,446.0,액션,12세이상관람가,8.45,4.0,6.225,1,1,0,451,0,3
당신이 잠든 사이,트윈플러스파트너스(주),2024,3,118.0,440.0,미스터리,12세이상관람가,6.8,6.0,6.4,1,9,0,445,0,3
아기상어 극장판: 사이렌 스톤의 비밀,(주)넥스트엔터테인먼트월드(NEW),2024,2,578.0,398.0,애니메이션,전체관람가,8.0,4.67,6.335,4,0,2,404,3,2
랜드 오브 배드,메가박스중앙(주),2024,3,394.0,390.0,액션,15세이상관람가,8.0,6.67,7.335,1,1,1,396,0,2
서울의 봄,플러스엠 엔터테인먼트,2023,11,2328.0,385.0,드라마,12세이상관람가,8.32,5.0,6.66,3,2,0,393,2,2
그날의 딸들,(주)누리픽쳐스,2024,4,8.0,360.0,다큐멘터리,12세이상관람가,9.49,5.33,7.41,1,8,0,365,0,2
도그데이즈,(주)씨제이이엔엠,2024,2,847.0,357.0,드라마,12세이상관람가,7.5,6.1198989898989895,6.809949494949494,4,2,0,362,3,2
부활 그 소망,파이오니아21,2024,3,26.0,335.0,다큐멘터리,전체관람가,7.88,6.0,6.94,1,8,2,343,0,2
왓츠 러브,(주)디스테이션,2024,3,188.0,326.0,멜로/로맨스,15세이상관람가,10.0,10.0,10.0,1,3,1,337,0,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",씨제이 씨지브이(CJ CGV)(주),2024,2,393.0,325.0,애니메이션,15세이상관람가,6.76,5.838928571428572,6.299464285714286,4,0,1,336,3,2
8인의 용의자들,스튜디오타겟(주),2024,4,10.0,312.0,드라마,15세이상관람가,7.72,7.4,7.56,1,2,1,323,0,2
약속,엠라인디스트리뷰션(주),2023,11,42.0,304.0,다큐멘터리,전체관람가,5.65,6.0,5.825,3,8,2,313,2,2
길위에 김대중,"(주)아이오케이컴퍼니,(주)명필름,(주)시네마6411",2024,1,414.0,267.0,다큐멘터리,12세이상관람가,9.25,5.5,7.375,4,8,0,276,3,2
느티나무 아래,"미디어나무(주),스튜디오 에이드",2023,11,13.0,225.0,다큐멘터리,전체관람가,9.64,7.0,8.32,3,8,2,236,2,2
류이치 사카모토: 오퍼스,"(주)엣나인필름,메가박스중앙(주)",2023,12,251.0,218.0,공연,전체관람가,10.0,7.0,8.5,4,14,2,228,3,2
조용한 이주,필름다빈,2024,3,27.0,214.0,드라마,12세이상관람가,8.63,6.22927536231884,7.42963768115942,1,2,0,224,0,2
다시 김대중-함께 합시다,주식회사 블루필름웍스,2024,3,58.0,212.0,다큐멘터리,12세이상관람가,8.0,6.5,7.25,1,8,0,222,0,2
사랑은 빛,(주)미디어캐슬,2024,4,5.0,210.0,멜로/로맨스,12세이상관람가,4.33,5.5,4.915,1,3,0,220,0,2
인어공주: 마법물약의 비밀,(주)박수엔터테인먼트,2024,3,188.0,209.0,애니메이션,전체관람가,7.67,6.409166666666667,7.039583333333333,1,0,2,219,0,2
카니펙스: 죽음의 숲,(주)누리픽쳐스,2024,4,5.0,208.0,공포(호러),15세이상관람가,3.35,8.5,5.925,1,5,1,218,0,2
오키쿠와 세계,(주)엣나인필름,2024,2,36.0,184.0,드라마,12세이상관람가,1.0,6.0,3.5,4,2,0,195,3,2
어른 김장하,(주)시네마달,2023,11,98.0,178.0,다큐멘터리,전체관람가,7.63,6.6,7.115,3,8,2,188,2,2
노량: 죽음의 바다,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",2023,12,2196.0,175.0,사극,12세이상관람가,9.5,5.916666666666667,7.708333333333334,4,18,0,186,3,2
연련,나도밤보 주식회사,2024,3,5.0,175.0,가족,12세이상관람가,8.24,7.5,7.87,1,11,0,186,0,2
나의 올드 오크,(주)영화사 진진,2024,1,83.0,151.0,드라마,15세이상관람가,7.819929577464789,3.0,5.4099647887323945,4,2,1,158,3,2
검치호,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2024,3,5.0,148.0,액션,15세이상관람가,7.67,5.25,6.46,1,1,1,155,0,2
돌핀,(주)마노엔터테인먼트,2024,3,67.0,144.0,드라마,12세이상관람가,8.13,5.5,6.815,1,2,0,151,0,2
생츄어리 2 : 쿼카가 너무해,(주)팝엔터테인먼트,2024,3,249.0,143.0,애니메이션,전체관람가,8.06,5.0,6.53,1,0,2,150,0,2
크레센도,오드,2023,12,81.0,127.0,다큐멘터리,전체관람가,10.0,6.079677419354839,8.039838709677419,4,8,2,134,3,2
걸즈 앤 판처 최종장 제4화,(주)디스테이션,2024,1,40.0,120.0,애니메이션,12세이상관람가,8.7,6.281282051282052,7.490641025641025,4,0,0,127,3,2
"안전제일, 놀이퀴즈 최강전",(주)니즈텔레콤,2024,4,2.0,111.0,기타,전체관람가,8.62,4.6,6.609999999999999,1,16,2,116,0,2
범죄도시4,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2024,4,2980.0,6174857.0,액션,15세이상관람가,5.77375,6.2,5.986875,1,1,1,2104,0,5
혹성탈출: 새로운 시대,월트디즈니컴퍼니코리아 유한책임회사,2024,5,1184.0,887475.0,액션,12세이상관람가,7.52,6.0,6.76,1,1,0,2074,0,5
그녀가 죽었다,"(주)콘텐츠지오,(주)아티스트스튜디오,(주)무빙픽쳐스컴퍼니",2024,5,1008.0,837143.0,미스터리,15세이상관람가,7.66,7.67,7.665,1,9,1,2067,0,5
퓨리오사: 매드맥스 사가,워너브러더스 코리아(주),2024,5,1442.0,812317.0,액션,15세이상관람가,8.25,7.0,7.625,1,1,1,2066,0,5
극장판 하이큐!! 쓰레기장의 결전,"(주)넥스트엔터테인먼트월드(NEW),씨제이 씨지브이(CJ CGV)(주)",2024,5,1212.0,536130.0,애니메이션,전체관람가,8.92,5.25,7.085,1,0,2,2042,0,5
쿵푸팬더4,유니버설픽쳐스인터내셔널 코리아(유),2024,4,2311.0,366242.0,애니메이션,전체관람가,8.61,6.0,7.305,1,0,2,2026,0,5
가필드 더 무비,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024,5,873.0,260691.0,애니메이션,전체관람가,7.07,5.0,6.035,1,0,2,1999,0,5
설계자,(주)넥스트엔터테인먼트월드(NEW),2024,5,1345.0,225344.0,범죄,15세이상관람가,7.69,6.33,7.01,1,4,1,1988,0,5
스턴트맨,유니버설픽쳐스인터내셔널 코리아(유),2024,5,801.0,181091.0,액션,15세이상관람가,6.364666666666667,6.261351351351351,6.31300900900901,1,1,1,1974,0,5
"포켓몬스터: 성도지방 이야기, 최종장",롯데컬처웍스(주)롯데엔터테인먼트,2024,5,710.0,156983.0,애니메이션,전체관람가,7.93709090909091,7.0,7.468545454545454,1,0,2,1963,0,5
이프: 상상의 친구,롯데컬처웍스(주)롯데엔터테인먼트,2024,5,658.0,102839.0,코미디,전체관람가,6.58,6.0,6.29,1,6,2,1931,0,5
청춘 18X2 너에게로 이어지는 길,(주)쇼박스,2024,5,635.0,95110.0,멜로/로맨스,12세이상관람가,8.38,6.8,7.59,1,3,0,1919,0,5
악마와의 토크쇼,주식회사 올랄라스토리,2024,5,254.0,92419.0,공포(호러),15세이상관람가,7.59,7.15,7.37,1,5,1,1916,0,5
파묘,(주)쇼박스,2024,2,2355.0,51121.0,미스터리,15세이상관람가,7.67,7.38,7.525,4,9,1,1865,3,5
챌린저스,워너브러더스 코리아(주),2024,4,458.0,46101.0,드라마,15세이상관람가,8.22,5.5,6.86,1,2,1,1854,0,5
꼬마참새 리차드: 신비한 보석 탐험대,(주)스튜디오디에이치엘,2024,5,174.0,35449.0,애니메이션,전체관람가,8.51,6.0,7.255,1,0,2,1805,0,5
극장판 실바니안 패밀리: 프레야의 선물,(주)라이크콘텐츠,2024,5,197.0,20711.0,애니메이션,전체관람가,6.62,7.0,6.8100000000000005,1,0,2,1724,0,5
드림 시나리오,"주식회사 올랄라스토리,메가박스중앙(주)",2024,5,392.0,16298.0,코미디,15세이상관람가,8.56,6.0,7.28,1,6,1,1676,0,5
애비게일,유니버설픽쳐스인터내셔널 코리아(유),2024,5,187.0,13253.0,공포(호러),청소년관람불가,7.2,6.0,6.6,1,5,3,1632,0,4
땅에 쓰는 시,(주)영화사 진진,2024,4,50.0,10881.0,다큐멘터리,전체관람가,7.54,5.0,6.27,1,8,2,1591,0,4
고스트버스터즈: 오싹한 뉴욕,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024,4,671.0,8048.0,액션,12세이상관람가,8.5,6.0,7.25,1,1,0,1512,0,4
별처럼 빛나는 너에게 더무비-일섬일섬량성성,워터홀컴퍼니(주),2024,5,191.0,7388.0,판타지,12세이상관람가,7.29,6.0,6.645,1,10,0,1477,0,4
분노의 강,(주)이놀미디어,2024,5,88.0,7088.0,드라마,12세이상관람가,7.33,6.67,7.0,1,2,0,1464,0,4
목화솜 피는 날,(주)스튜디오디에이치엘,2024,5,98.0,6876.0,드라마,12세이상관람가,0.0,6.0,3.0,1,2,0,1455,0,4
결속밴드 라이브 -항성-,씨제이 씨지브이(CJ CGV)(주),2024,5,72.0,6449.0,공연,전체관람가,9.14,7.0,8.07,1,14,2,1441,0,4
차이콥스키의 아내,(주)엣나인필름,2024,5,38.0,6433.0,멜로/로맨스,청소년관람불가,8.56,7.25,7.905,1,3,3,1440,0,4
힙노시스: LP 커버의 전설,(주)티캐스트,2024,5,53.0,5840.0,다큐멘터리,15세이상관람가,6.86,7.5,7.18,1,8,1,1421,0,4
듄: 파트2,워너브러더스 코리아(주),2024,2,1544.0,5689.0,액션,12세이상관람가,7.5,7.2,7.35,4,1,0,1415,3,4
"낸 골딘, 모든 아름다움과 유혈사태","찬란,(주)하이스트레인저",2024,5,49.0,5550.0,다큐멘터리,15세이상관람가,8.98,4.5,6.74,1,8,1,1410,0,4
내 손끝에 너의 온도가 닿을 때,주식회사 넘버쓰리픽쳐스,2024,5,20.0,5326.0,멜로/로맨스,15세이상관람가,7.94,5.67,6.805,1,3,1,1399,0,4
시민덕희,(주)쇼박스,2024,1,1272.0,4926.0,드라마,15세이상관람가,7.819929577464789,8.38,8.099964788732395,4,2,1,1375,3,4
악은 존재하지 않는다,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",2024,3,149.0,4804.0,드라마,12세이상관람가,8.3,8.0,8.15,1,2,0,1368,0,4
로봇 드림,"(주)영화사 진진,(주)하이스트레인저",2024,3,114.0,4771.0,애니메이션,전체관람가,8.04,5.5,6.77,1,0,2,1366,0,4
창가의 토토,(주)디스테이션,2024,5,321.0,4518.0,애니메이션,전체관람가,8.94,6.0,7.47,1,0,2,1347,0,4
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,(주)씨제이이엔엠,2023,12,883.0,3821.0,애니메이션,전체관람가,8.83,5.0,6.915,4,0,2,1288,3,4
몬스터 프렌즈,(주)박수엔터테인먼트,2024,4,180.0,3652.0,애니메이션,전체관람가,7.91,8.2,8.055,1,0,2,1266,0,4
여행자의 필요,"(주)영화제작전원사 ,(주)콘텐츠판다",2024,4,56.0,3642.0,드라마,12세이상관람가,6.0,7.25,6.625,1,2,0,1265,0,4
소풍,롯데컬처웍스(주)롯데엔터테인먼트,2024,2,729.0,3583.0,드라마,12세이상관람가,7.22,6.1198989898989895,6.669949494949495,4,2,0,1260,3,4
보티첼리. 피렌체와 메디치,일미디어,2024,4,14.0,3307.0,다큐멘터리,전체관람가,8.83,5.761428571428572,7.295714285714286,1,8,2,1239,0,4
브레드이발소: 셀럽 인 베이커리타운,롯데컬처웍스(주)롯데엔터테인먼트,2024,3,342.0,3266.0,애니메이션,전체관람가,8.6,6.409166666666667,7.504583333333333,1,0,2,1238,0,4
더 초즌: 선택받은 자,롯데컬처웍스(주)롯데시네마,2024,5,53.0,2556.0,드라마,12세이상관람가,8.44,5.67,7.055,1,2,0,1171,0,4
디피컬트,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",2024,5,31.0,2342.0,코미디,15세이상관람가,8.4,8.0,8.2,1,6,1,1141,0,4
스텔라,(주)뮤제엔터테인먼트,2024,5,30.0,2084.0,드라마,15세이상관람가,7.0,5.0,6.0,1,2,1,1097,0,4
극장판 울려라! 유포니엄: 앙상블 콘테스트,(주)스튜디오디에이치엘,2024,4,99.0,1926.0,애니메이션,전체관람가,9.18,6.0,7.59,1,0,2,1076,0,4
오늘부터 댄싱퀸,"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",2024,5,106.0,1918.0,드라마,전체관람가,8.54,6.5,7.52,1,2,2,1075,0,4
댓글부대,(주)에이스메이커무비웍스,2024,3,1228.0,1886.0,범죄,15세이상관람가,7.79,6.172352941176471,6.981176470588236,1,4,1,1069,0,4
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,씨지브이 아이스콘,2024,4,88.0,1796.0,공연,12세이상관람가,7.56,8.0,7.779999999999999,1,14,0,1052,0,4
